user_id,signup_date,signup_month,acquisition_channel,city_tier,device_os,age_bracket
124794,2026-04-03,2026-04,paid_ads,Tier 3,Android,25-34
124795,2026-04-16,2026-04,referral,Tier 1,Android,25-34
124796,2026-04-07,2026-04,referral,Tier 3,Android,25-34
124797,2026-04-03,2026-04,organic,Tier 1,Android,18-24
124798,2026-04-19,2026-04,organic,Tier 1,Android,25-34
124799,2026-04-16,2026-04,paid_ads,Tier 2,Android,35-44
124800,2026-04-03,2026-04,paid_ads,Tier 1,Android,45-54
124801,2026-04-17,2026-04,organic,Tier 2,Android,25-34
124802,2026-04-14,2026-04,organic,Tier 2,Android,25-34
124803,2026-04-04,2026-04,referral,Tier 3,Android,55+
124804,2026-04-10,2026-04,referral,Tier 1,Android,25-34
124805,2026-04-10,2026-04,partner_bank,Tier 1,Android,35-44
124806,2026-04-06,2026-04,organic,Tier 1,iOS,45-54
124807,2026-04-11,2026-04,organic,Tier 3,Android,25-34
124808,2026-04-17,2026-04,paid_ads,Tier 2,Android,55+
124809,2026-04-10,2026-04,partner_bank,Tier 1,Android,18-24
124810,2026-04-08,2026-04,partner_bank,Tier 3,Android,55+
124811,2026-04-15,2026-04,paid_ads,Tier 1,Android,18-24
124812,2026-04-17,2026-04,partner_bank,Tier 2,Android,35-44
124813,2026-04-02,2026-04,referral,Tier 2,Android,18-24
124814,2026-04-09,2026-04,organic,Tier 1,Android,35-44
124815,2026-04-08,2026-04,organic,Tier 1,Android,45-54
124816,2026-04-17,2026-04,referral,Tier 2,Android,25-34
124817,2026-04-24,2026-04,organic,Tier 1,Android,35-44
124818,2026-04-09,2026-04,referral,Tier 2,Android,25-34
124819,2026-04-02,2026-04,paid_ads,Tier 2,Android,45-54
124820,2026-04-08,2026-04,organic,Tier 2,Android,25-34
124821,2026-04-13,2026-04,paid_ads,Tier 2,Android,25-34
124822,2026-04-12,2026-04,partner_bank,Tier 3,Android,25-34
124823,2026-04-10,2026-04,referral,Tier 2,Android,18-24
124824,2026-04-16,2026-04,referral,Tier 3,Android,25-34
124825,2026-04-10,2026-04,paid_ads,Tier 3,Android,18-24
124826,2026-04-15,2026-04,organic,Tier 3,Android,45-54
124827,2026-04-02,2026-04,paid_ads,Tier 2,Android,25-34
124828,2026-04-03,2026-04,paid_ads,Tier 1,Android,25-34
124829,2026-04-09,2026-04,organic,Tier 3,Android,18-24
124830,2026-04-20,2026-04,paid_ads,Tier 2,Android,35-44
124831,2026-04-26,2026-04,organic,Tier 2,Android,45-54
124832,2026-04-12,2026-04,paid_ads,Tier 2,Android,18-24
124833,2026-04-16,2026-04,organic,Tier 2,Android,45-54
124834,2026-04-08,2026-04,referral,Tier 1,Android,25-34
124835,2026-04-17,2026-04,organic,Tier 2,iOS,25-34
124836,2026-04-18,2026-04,paid_ads,Tier 2,Android,18-24
124837,2026-04-09,2026-04,partner_bank,Tier 1,Android,55+
124838,2026-04-07,2026-04,referral,Tier 3,Android,45-54
124839,2026-04-17,2026-04,referral,Tier 2,Android,45-54
124840,2026-04-02,2026-04,referral,Tier 1,Android,35-44
124841,2026-04-12,2026-04,referral,Tier 2,Android,25-34
124842,2026-04-18,2026-04,paid_ads,Tier 2,Android,25-34
124843,2026-04-24,2026-04,paid_ads,Tier 2,Android,35-44
124844,2026-04-13,2026-04,organic,Tier 1,Android,18-24
124845,2026-04-05,2026-04,partner_bank,Tier 3,Android,35-44
124846,2026-04-19,2026-04,referral,Tier 3,Android,25-34
124847,2026-04-11,2026-04,paid_ads,Tier 1,Android,18-24
124848,2026-04-20,2026-04,paid_ads,Tier 2,Android,18-24
124849,2026-04-02,2026-04,organic,Tier 1,Android,35-44
124850,2026-04-14,2026-04,partner_bank,Tier 2,Android,18-24
124851,2026-04-13,2026-04,paid_ads,Tier 1,Android,25-34
124852,2026-04-04,2026-04,organic,Tier 1,Android,25-34
124853,2026-04-20,2026-04,organic,Tier 2,Android,25-34
124854,2026-04-07,2026-04,organic,Tier 1,Android,25-34
124855,2026-04-03,2026-04,partner_bank,Tier 1,Android,35-44
124856,2026-04-21,2026-04,referral,Tier 3,Android,35-44
124857,2026-04-16,2026-04,organic,Tier 3,Android,25-34
124858,2026-04-04,2026-04,partner_bank,Tier 1,Android,25-34
124859,2026-04-13,2026-04,paid_ads,Tier 2,Android,18-24
124860,2026-04-06,2026-04,organic,Tier 2,Android,25-34
124861,2026-04-07,2026-04,paid_ads,Tier 1,Android,18-24
124862,2026-04-08,2026-04,partner_bank,Tier 1,Android,25-34
124863,2026-04-13,2026-04,organic,Tier 3,iOS,35-44
124864,2026-04-15,2026-04,paid_ads,Tier 2,Android,18-24
124865,2026-04-22,2026-04,referral,Tier 3,Android,25-34
124866,2026-04-20,2026-04,organic,Tier 2,Android,25-34
124867,2026-04-20,2026-04,referral,Tier 3,Android,45-54
124868,2026-04-20,2026-04,paid_ads,Tier 2,Android,25-34
124869,2026-04-07,2026-04,partner_bank,Tier 1,Android,55+
124870,2026-04-09,2026-04,referral,Tier 2,Android,18-24
124871,2026-04-05,2026-04,paid_ads,Tier 3,iOS,55+
124872,2026-04-11,2026-04,paid_ads,Tier 3,Android,25-34
124873,2026-04-08,2026-04,organic,Tier 1,Android,45-54
124874,2026-04-25,2026-04,paid_ads,Tier 2,Android,45-54
124875,2026-04-02,2026-04,referral,Tier 3,Android,25-34
124876,2026-04-10,2026-04,organic,Tier 1,iOS,25-34
124877,2026-04-18,2026-04,organic,Tier 2,Android,25-34
124878,2026-04-13,2026-04,organic,Tier 1,Android,55+
124879,2026-04-19,2026-04,paid_ads,Tier 3,Android,25-34
124880,2026-04-24,2026-04,paid_ads,Tier 2,Android,45-54
124881,2026-04-16,2026-04,referral,Tier 3,Android,25-34
124882,2026-04-09,2026-04,partner_bank,Tier 2,Android,25-34
124883,2026-04-05,2026-04,paid_ads,Tier 1,Android,25-34
124884,2026-04-07,2026-04,referral,Tier 2,Android,35-44
124885,2026-04-01,2026-04,paid_ads,Tier 1,iOS,25-34
124886,2026-04-02,2026-04,referral,Tier 2,Android,45-54
124887,2026-04-13,2026-04,referral,Tier 1,Android,35-44
124888,2026-04-20,2026-04,referral,Tier 1,Android,25-34
124889,2026-04-07,2026-04,organic,Tier 1,Android,55+
124890,2026-04-11,2026-04,organic,Tier 3,Android,45-54
124891,2026-04-26,2026-04,referral,Tier 2,iOS,25-34
124892,2026-04-18,2026-04,referral,Tier 2,Android,45-54
124893,2026-04-20,2026-04,organic,Tier 3,Android,18-24
124894,2026-04-05,2026-04,organic,Tier 3,Android,35-44
124895,2026-04-14,2026-04,paid_ads,Tier 1,iOS,25-34
124896,2026-04-09,2026-04,partner_bank,Tier 2,Android,35-44
124897,2026-04-03,2026-04,organic,Tier 2,Android,18-24
124898,2026-04-15,2026-04,organic,Tier 1,Android,25-34
124899,2026-04-06,2026-04,referral,Tier 1,Android,45-54
124900,2026-04-12,2026-04,referral,Tier 1,Android,35-44
124901,2026-04-09,2026-04,paid_ads,Tier 2,Android,35-44
124902,2026-04-04,2026-04,organic,Tier 3,Android,25-34
124903,2026-04-12,2026-04,referral,Tier 2,Android,35-44
124904,2026-04-17,2026-04,partner_bank,Tier 1,iOS,35-44
124905,2026-04-06,2026-04,partner_bank,Tier 3,Android,35-44
124906,2026-04-12,2026-04,organic,Tier 3,Android,25-34
124907,2026-04-14,2026-04,organic,Tier 2,Android,45-54
124908,2026-04-10,2026-04,paid_ads,Tier 3,Android,25-34
124909,2026-04-18,2026-04,organic,Tier 1,iOS,25-34
124910,2026-04-17,2026-04,referral,Tier 2,Android,25-34
124911,2026-04-05,2026-04,referral,Tier 1,Android,18-24
124912,2026-04-06,2026-04,referral,Tier 1,iOS,45-54
124913,2026-04-15,2026-04,organic,Tier 1,iOS,55+
124914,2026-04-06,2026-04,organic,Tier 2,iOS,35-44
124915,2026-04-16,2026-04,partner_bank,Tier 3,iOS,25-34
124916,2026-04-11,2026-04,partner_bank,Tier 2,Android,25-34
124917,2026-04-03,2026-04,paid_ads,Tier 2,Android,18-24
124918,2026-04-03,2026-04,organic,Tier 2,Android,18-24
124919,2026-04-02,2026-04,partner_bank,Tier 3,iOS,18-24
124920,2026-04-08,2026-04,organic,Tier 2,Android,35-44
124921,2026-04-09,2026-04,organic,Tier 2,Android,35-44
124922,2026-04-16,2026-04,partner_bank,Tier 2,Android,25-34
124923,2026-04-20,2026-04,organic,Tier 1,Android,18-24
124924,2026-04-23,2026-04,organic,Tier 3,Android,45-54
124925,2026-04-10,2026-04,paid_ads,Tier 3,Android,55+
124926,2026-04-16,2026-04,paid_ads,Tier 1,Android,25-34
124927,2026-04-15,2026-04,referral,Tier 1,iOS,35-44
124928,2026-04-07,2026-04,paid_ads,Tier 2,Android,25-34
124929,2026-04-09,2026-04,paid_ads,Tier 3,Android,18-24
124930,2026-04-18,2026-04,organic,Tier 3,Android,18-24
124931,2026-04-07,2026-04,organic,Tier 3,Android,18-24
124932,2026-04-04,2026-04,referral,Tier 1,Android,55+
124933,2026-04-04,2026-04,organic,Tier 1,Android,18-24
124934,2026-04-14,2026-04,referral,Tier 2,Android,18-24
124935,2026-04-12,2026-04,partner_bank,Tier 3,Android,45-54
124936,2026-04-04,2026-04,organic,Tier 1,Android,25-34
124937,2026-04-09,2026-04,referral,Tier 2,Android,25-34
124938,2026-04-17,2026-04,organic,Tier 1,Android,18-24
124939,2026-04-16,2026-04,organic,Tier 1,Android,35-44
124940,2026-04-08,2026-04,partner_bank,Tier 3,Android,18-24
124941,2026-04-16,2026-04,paid_ads,Tier 1,Android,25-34
124942,2026-04-15,2026-04,organic,Tier 3,iOS,25-34
124943,2026-04-20,2026-04,organic,Tier 3,Android,18-24
124944,2026-04-13,2026-04,organic,Tier 2,Android,25-34
124945,2026-04-09,2026-04,referral,Tier 1,Android,25-34
124946,2026-04-06,2026-04,partner_bank,Tier 3,Android,45-54
124947,2026-04-21,2026-04,organic,Tier 2,Android,35-44
124948,2026-04-11,2026-04,referral,Tier 3,Android,35-44
124949,2026-04-16,2026-04,organic,Tier 1,Android,25-34
124950,2026-04-05,2026-04,partner_bank,Tier 2,Android,35-44
124951,2026-04-11,2026-04,partner_bank,Tier 2,Android,35-44
124952,2026-04-05,2026-04,referral,Tier 1,Android,35-44
124953,2026-04-10,2026-04,organic,Tier 1,Android,25-34
124954,2026-04-04,2026-04,paid_ads,Tier 1,Android,18-24
124955,2026-04-10,2026-04,paid_ads,Tier 2,Android,25-34
124956,2026-04-09,2026-04,organic,Tier 1,Android,25-34
124957,2026-04-14,2026-04,partner_bank,Tier 2,Android,45-54
124958,2026-04-05,2026-04,partner_bank,Tier 1,Android,18-24
124959,2026-04-14,2026-04,organic,Tier 1,Android,25-34
124960,2026-04-22,2026-04,organic,Tier 3,iOS,55+
124961,2026-04-14,2026-04,partner_bank,Tier 1,Android,35-44
124962,2026-04-12,2026-04,organic,Tier 2,Android,18-24
124963,2026-04-10,2026-04,referral,Tier 1,Android,35-44
124964,2026-04-14,2026-04,referral,Tier 2,Android,35-44
124965,2026-04-27,2026-04,organic,Tier 3,Android,25-34
124966,2026-04-14,2026-04,referral,Tier 1,Android,45-54
124967,2026-04-04,2026-04,organic,Tier 2,iOS,18-24
124968,2026-04-03,2026-04,partner_bank,Tier 3,iOS,25-34
124969,2026-04-03,2026-04,organic,Tier 1,Android,18-24
124970,2026-04-01,2026-04,paid_ads,Tier 3,Android,35-44
124971,2026-04-16,2026-04,partner_bank,Tier 2,Android,18-24
124972,2026-04-08,2026-04,referral,Tier 1,Android,25-34
124973,2026-04-05,2026-04,partner_bank,Tier 3,Android,55+
124974,2026-04-13,2026-04,paid_ads,Tier 2,Android,35-44
124975,2026-04-20,2026-04,organic,Tier 1,Android,45-54
124976,2026-04-02,2026-04,organic,Tier 2,Android,25-34
124977,2026-04-05,2026-04,referral,Tier 1,Android,18-24
124978,2026-04-05,2026-04,referral,Tier 1,Android,25-34
124979,2026-04-03,2026-04,partner_bank,Tier 2,Android,25-34
124980,2026-04-04,2026-04,referral,Tier 1,Android,18-24
124981,2026-04-07,2026-04,paid_ads,Tier 2,Android,18-24
124982,2026-04-10,2026-04,organic,Tier 2,Android,25-34
124983,2026-04-06,2026-04,paid_ads,Tier 3,Android,25-34
124984,2026-04-24,2026-04,paid_ads,Tier 2,Android,25-34
124985,2026-04-04,2026-04,organic,Tier 1,Android,35-44
124986,2026-04-17,2026-04,referral,Tier 3,Android,18-24
124987,2026-04-12,2026-04,referral,Tier 1,Android,18-24
124988,2026-04-02,2026-04,organic,Tier 2,Android,35-44
124989,2026-04-04,2026-04,organic,Tier 3,Android,25-34
124990,2026-04-08,2026-04,referral,Tier 2,Android,45-54
124991,2026-04-15,2026-04,organic,Tier 1,Android,18-24
124992,2026-04-20,2026-04,partner_bank,Tier 3,Android,45-54
124993,2026-04-03,2026-04,organic,Tier 2,Android,25-34
124994,2026-04-14,2026-04,referral,Tier 2,iOS,25-34
124995,2026-04-08,2026-04,organic,Tier 2,Android,25-34
124996,2026-04-21,2026-04,partner_bank,Tier 2,Android,35-44
124997,2026-04-11,2026-04,paid_ads,Tier 3,Android,18-24
124998,2026-04-12,2026-04,organic,Tier 1,Android,18-24
124999,2026-04-19,2026-04,referral,Tier 2,Android,25-34
125000,2026-04-06,2026-04,referral,Tier 1,Android,35-44
125001,2026-04-12,2026-04,paid_ads,Tier 2,Android,25-34
125002,2026-04-05,2026-04,organic,Tier 2,Android,45-54
125003,2026-04-18,2026-04,organic,Tier 2,Android,25-34
125004,2026-04-21,2026-04,paid_ads,Tier 1,Android,25-34
125005,2026-04-08,2026-04,organic,Tier 2,Android,35-44
125006,2026-04-22,2026-04,paid_ads,Tier 2,Android,18-24
125007,2026-04-25,2026-04,paid_ads,Tier 3,Android,35-44
125008,2026-04-05,2026-04,organic,Tier 2,Android,25-34
125009,2026-04-12,2026-04,paid_ads,Tier 1,Android,45-54
125010,2026-04-06,2026-04,organic,Tier 1,Android,25-34
125011,2026-04-06,2026-04,referral,Tier 3,iOS,35-44
125012,2026-04-08,2026-04,organic,Tier 1,Android,25-34
125013,2026-04-07,2026-04,organic,Tier 1,Android,18-24
125014,2026-04-10,2026-04,organic,Tier 2,Android,35-44
125015,2026-04-04,2026-04,paid_ads,Tier 3,Android,45-54
125016,2026-04-08,2026-04,referral,Tier 2,iOS,25-34
125017,2026-04-03,2026-04,organic,Tier 1,Android,25-34
125018,2026-04-16,2026-04,partner_bank,Tier 2,Android,35-44
125019,2026-04-07,2026-04,paid_ads,Tier 3,Android,18-24
125020,2026-04-08,2026-04,organic,Tier 3,Android,35-44
125021,2026-04-06,2026-04,paid_ads,Tier 3,Android,25-34
125022,2026-04-05,2026-04,organic,Tier 3,Android,45-54
125023,2026-04-07,2026-04,organic,Tier 2,Android,18-24
125024,2026-04-02,2026-04,organic,Tier 2,iOS,55+
125025,2026-04-14,2026-04,partner_bank,Tier 3,Android,35-44
125026,2026-04-11,2026-04,referral,Tier 2,Android,45-54
125027,2026-04-07,2026-04,partner_bank,Tier 2,Android,25-34
125028,2026-04-06,2026-04,partner_bank,Tier 1,Android,18-24
125029,2026-04-17,2026-04,organic,Tier 3,Android,18-24
125030,2026-04-05,2026-04,organic,Tier 1,Android,25-34
125031,2026-04-02,2026-04,paid_ads,Tier 2,Android,25-34
125032,2026-04-04,2026-04,referral,Tier 2,Android,18-24
125033,2026-04-11,2026-04,organic,Tier 1,Android,25-34
125034,2026-04-20,2026-04,organic,Tier 2,Android,25-34
125035,2026-04-13,2026-04,organic,Tier 2,Android,45-54
125036,2026-04-03,2026-04,organic,Tier 3,Android,35-44
125037,2026-04-17,2026-04,organic,Tier 1,Android,35-44
125038,2026-04-06,2026-04,organic,Tier 1,Android,35-44
125039,2026-04-10,2026-04,referral,Tier 3,Android,45-54
125040,2026-04-13,2026-04,organic,Tier 3,Android,35-44
125041,2026-04-10,2026-04,partner_bank,Tier 2,Android,25-34
125042,2026-04-07,2026-04,partner_bank,Tier 3,Android,18-24
125043,2026-04-03,2026-04,organic,Tier 1,Android,25-34
125044,2026-04-03,2026-04,partner_bank,Tier 3,Android,45-54
125045,2026-04-16,2026-04,organic,Tier 3,Android,35-44
125046,2026-04-05,2026-04,organic,Tier 2,Android,18-24
125047,2026-04-21,2026-04,referral,Tier 1,Android,45-54
125048,2026-04-03,2026-04,organic,Tier 1,Android,25-34
125049,2026-04-06,2026-04,referral,Tier 2,Android,18-24
125050,2026-04-11,2026-04,organic,Tier 1,Android,35-44
125051,2026-04-10,2026-04,paid_ads,Tier 2,Android,55+
125052,2026-04-14,2026-04,partner_bank,Tier 1,iOS,25-34
125053,2026-04-17,2026-04,partner_bank,Tier 2,iOS,35-44
125054,2026-04-13,2026-04,paid_ads,Tier 2,Android,25-34
125055,2026-04-05,2026-04,paid_ads,Tier 1,Android,35-44
125056,2026-04-03,2026-04,partner_bank,Tier 3,Android,25-34
125057,2026-04-21,2026-04,organic,Tier 1,Android,25-34
125058,2026-04-09,2026-04,referral,Tier 2,Android,18-24
125059,2026-04-14,2026-04,organic,Tier 1,Android,25-34
125060,2026-04-13,2026-04,paid_ads,Tier 2,Android,35-44
125061,2026-04-09,2026-04,partner_bank,Tier 2,Android,18-24
125062,2026-04-08,2026-04,organic,Tier 2,Android,25-34
125063,2026-04-13,2026-04,organic,Tier 2,Android,35-44
125064,2026-04-04,2026-04,paid_ads,Tier 1,Android,45-54
125065,2026-04-14,2026-04,referral,Tier 3,Android,25-34
125066,2026-04-14,2026-04,paid_ads,Tier 1,Android,25-34
125067,2026-04-10,2026-04,organic,Tier 2,Android,25-34
125068,2026-04-15,2026-04,organic,Tier 2,Android,35-44
125069,2026-04-06,2026-04,referral,Tier 2,Android,25-34
125070,2026-04-18,2026-04,paid_ads,Tier 3,Android,25-34
125071,2026-04-05,2026-04,referral,Tier 1,Android,35-44
125072,2026-04-11,2026-04,organic,Tier 2,Android,35-44
125073,2026-04-15,2026-04,paid_ads,Tier 3,Android,25-34
125074,2026-04-12,2026-04,organic,Tier 3,Android,35-44
125075,2026-04-01,2026-04,partner_bank,Tier 3,Android,55+
125076,2026-04-05,2026-04,organic,Tier 3,Android,25-34
125077,2026-04-04,2026-04,organic,Tier 2,Android,25-34
125078,2026-04-04,2026-04,partner_bank,Tier 1,Android,25-34
125079,2026-04-15,2026-04,paid_ads,Tier 1,Android,25-34
125080,2026-04-17,2026-04,referral,Tier 2,Android,45-54
125081,2026-04-10,2026-04,paid_ads,Tier 2,Android,18-24
125082,2026-04-17,2026-04,paid_ads,Tier 1,Android,35-44
125083,2026-04-10,2026-04,referral,Tier 3,Android,18-24
125084,2026-04-02,2026-04,organic,Tier 2,Android,45-54
125085,2026-04-19,2026-04,organic,Tier 1,Android,35-44
125086,2026-04-14,2026-04,paid_ads,Tier 2,Android,25-34
125087,2026-04-03,2026-04,organic,Tier 1,Android,25-34
125088,2026-04-18,2026-04,partner_bank,Tier 1,Android,35-44
125089,2026-04-23,2026-04,partner_bank,Tier 3,Android,35-44
125090,2026-04-12,2026-04,organic,Tier 1,Android,45-54
125091,2026-04-13,2026-04,referral,Tier 2,Android,25-34
125092,2026-04-15,2026-04,organic,Tier 1,Android,55+
125093,2026-04-08,2026-04,referral,Tier 2,Android,25-34
125094,2026-04-06,2026-04,organic,Tier 2,Android,18-24
125095,2026-04-05,2026-04,paid_ads,Tier 1,Android,45-54
125096,2026-04-02,2026-04,paid_ads,Tier 1,Android,35-44
125097,2026-04-05,2026-04,organic,Tier 1,Android,25-34
125098,2026-04-09,2026-04,organic,Tier 1,Android,35-44
125099,2026-04-10,2026-04,partner_bank,Tier 2,Android,35-44
125100,2026-04-25,2026-04,paid_ads,Tier 2,Android,25-34
125101,2026-04-15,2026-04,referral,Tier 3,Android,45-54
125102,2026-04-11,2026-04,referral,Tier 1,Android,25-34
125103,2026-04-05,2026-04,paid_ads,Tier 1,Android,25-34
125104,2026-04-06,2026-04,paid_ads,Tier 2,Android,18-24
125105,2026-04-04,2026-04,paid_ads,Tier 1,Android,35-44
125106,2026-04-05,2026-04,paid_ads,Tier 3,Android,35-44
125107,2026-04-07,2026-04,organic,Tier 2,Android,25-34
125108,2026-04-13,2026-04,partner_bank,Tier 2,Android,25-34
125109,2026-04-11,2026-04,paid_ads,Tier 2,Android,25-34
125110,2026-04-07,2026-04,referral,Tier 2,Android,25-34
125111,2026-04-18,2026-04,referral,Tier 1,Android,25-34
125112,2026-04-13,2026-04,referral,Tier 2,Android,35-44
125113,2026-04-05,2026-04,organic,Tier 1,Android,18-24
125114,2026-04-07,2026-04,organic,Tier 1,Android,25-34
125115,2026-04-12,2026-04,organic,Tier 2,Android,45-54
125116,2026-04-19,2026-04,organic,Tier 1,Android,55+
125117,2026-04-03,2026-04,referral,Tier 3,Android,45-54
125118,2026-04-16,2026-04,referral,Tier 1,Android,18-24
125119,2026-04-06,2026-04,partner_bank,Tier 2,Android,55+
125120,2026-04-11,2026-04,referral,Tier 2,Android,25-34
125121,2026-04-06,2026-04,partner_bank,Tier 2,Android,35-44
125122,2026-04-03,2026-04,referral,Tier 2,Android,35-44
125123,2026-04-02,2026-04,partner_bank,Tier 2,Android,35-44
125124,2026-04-10,2026-04,partner_bank,Tier 3,Android,55+
125125,2026-04-18,2026-04,referral,Tier 2,Android,35-44
125126,2026-04-14,2026-04,organic,Tier 3,Android,25-34
125127,2026-04-23,2026-04,referral,Tier 2,Android,18-24
125128,2026-04-10,2026-04,referral,Tier 1,Android,18-24
125129,2026-04-10,2026-04,partner_bank,Tier 3,Android,35-44
125130,2026-04-03,2026-04,organic,Tier 3,Android,18-24
125131,2026-04-14,2026-04,partner_bank,Tier 1,Android,55+
125132,2026-04-14,2026-04,paid_ads,Tier 1,Android,35-44
125133,2026-04-07,2026-04,paid_ads,Tier 2,Android,25-34
125134,2026-04-03,2026-04,paid_ads,Tier 1,Android,35-44
125135,2026-04-10,2026-04,organic,Tier 1,Android,25-34
125136,2026-04-02,2026-04,organic,Tier 1,Android,18-24
125137,2026-04-26,2026-04,partner_bank,Tier 2,Android,55+
125138,2026-04-18,2026-04,paid_ads,Tier 3,Android,25-34
125139,2026-04-17,2026-04,organic,Tier 3,iOS,25-34
125140,2026-04-11,2026-04,paid_ads,Tier 2,Android,35-44
125141,2026-04-03,2026-04,organic,Tier 1,Android,18-24
125142,2026-04-16,2026-04,referral,Tier 2,Android,55+
125143,2026-04-03,2026-04,referral,Tier 1,Android,18-24
125144,2026-04-13,2026-04,partner_bank,Tier 1,Android,45-54
125145,2026-04-13,2026-04,organic,Tier 2,iOS,25-34
125146,2026-04-08,2026-04,organic,Tier 3,Android,25-34
125147,2026-04-05,2026-04,referral,Tier 2,Android,25-34
125148,2026-04-09,2026-04,paid_ads,Tier 2,Android,18-24
125149,2026-04-20,2026-04,organic,Tier 3,Android,45-54
125150,2026-04-05,2026-04,referral,Tier 2,Android,18-24
125151,2026-04-04,2026-04,organic,Tier 2,Android,35-44
125152,2026-04-25,2026-04,paid_ads,Tier 2,Android,25-34
125153,2026-04-05,2026-04,referral,Tier 1,Android,35-44
125154,2026-04-06,2026-04,organic,Tier 3,iOS,25-34
125155,2026-04-19,2026-04,partner_bank,Tier 3,Android,35-44
125156,2026-04-10,2026-04,paid_ads,Tier 1,Android,25-34
125157,2026-04-12,2026-04,organic,Tier 2,Android,45-54
125158,2026-04-14,2026-04,organic,Tier 1,iOS,25-34
125159,2026-04-07,2026-04,referral,Tier 1,iOS,25-34
125160,2026-04-04,2026-04,partner_bank,Tier 1,Android,25-34
125161,2026-04-09,2026-04,organic,Tier 1,Android,45-54
125162,2026-04-26,2026-04,paid_ads,Tier 2,Android,25-34
125163,2026-04-05,2026-04,paid_ads,Tier 2,Android,35-44
125164,2026-04-26,2026-04,organic,Tier 1,Android,25-34
125165,2026-04-08,2026-04,referral,Tier 1,iOS,25-34
125166,2026-04-07,2026-04,organic,Tier 2,Android,18-24
125167,2026-04-04,2026-04,organic,Tier 3,iOS,35-44
125168,2026-04-03,2026-04,organic,Tier 2,Android,25-34
125169,2026-04-03,2026-04,organic,Tier 2,Android,35-44
125170,2026-04-17,2026-04,referral,Tier 2,Android,45-54
125171,2026-04-21,2026-04,organic,Tier 1,Android,45-54
125172,2026-04-15,2026-04,paid_ads,Tier 1,Android,45-54
125173,2026-04-15,2026-04,organic,Tier 2,Android,35-44
125174,2026-04-08,2026-04,paid_ads,Tier 1,Android,45-54
125175,2026-04-06,2026-04,referral,Tier 2,Android,35-44
125176,2026-04-09,2026-04,organic,Tier 3,Android,35-44
125177,2026-04-08,2026-04,referral,Tier 2,Android,45-54
125178,2026-04-03,2026-04,referral,Tier 1,Android,18-24
125179,2026-04-05,2026-04,paid_ads,Tier 2,Android,25-34
125180,2026-04-03,2026-04,organic,Tier 2,Android,45-54
125181,2026-04-11,2026-04,organic,Tier 1,iOS,25-34
125182,2026-04-16,2026-04,organic,Tier 2,Android,35-44
125183,2026-04-10,2026-04,organic,Tier 1,iOS,25-34
125184,2026-04-12,2026-04,paid_ads,Tier 2,Android,25-34
125185,2026-04-19,2026-04,organic,Tier 2,Android,25-34
125186,2026-04-16,2026-04,paid_ads,Tier 3,Android,45-54
125187,2026-04-16,2026-04,referral,Tier 1,Android,25-34
125188,2026-04-12,2026-04,paid_ads,Tier 3,Android,18-24
125189,2026-04-09,2026-04,organic,Tier 1,Android,35-44
125190,2026-04-03,2026-04,organic,Tier 1,Android,35-44
125191,2026-04-23,2026-04,partner_bank,Tier 2,Android,35-44
125192,2026-04-11,2026-04,paid_ads,Tier 2,Android,18-24
125193,2026-04-04,2026-04,referral,Tier 3,Android,35-44
125194,2026-04-04,2026-04,organic,Tier 3,Android,55+
125195,2026-04-15,2026-04,organic,Tier 2,Android,35-44
125196,2026-04-03,2026-04,organic,Tier 3,Android,25-34
125197,2026-04-03,2026-04,referral,Tier 1,Android,18-24
125198,2026-04-13,2026-04,paid_ads,Tier 2,Android,55+
125199,2026-04-13,2026-04,organic,Tier 2,Android,25-34
125200,2026-04-11,2026-04,paid_ads,Tier 2,Android,55+
125201,2026-04-12,2026-04,paid_ads,Tier 1,Android,25-34
125202,2026-04-19,2026-04,paid_ads,Tier 2,Android,35-44
125203,2026-04-06,2026-04,organic,Tier 1,Android,25-34
125204,2026-04-04,2026-04,referral,Tier 3,Android,45-54
125205,2026-04-17,2026-04,referral,Tier 3,iOS,18-24
125206,2026-04-07,2026-04,paid_ads,Tier 1,Android,18-24
125207,2026-04-04,2026-04,paid_ads,Tier 2,iOS,18-24
125208,2026-04-17,2026-04,partner_bank,Tier 1,Android,25-34
125209,2026-04-13,2026-04,partner_bank,Tier 1,Android,18-24
125210,2026-04-18,2026-04,organic,Tier 1,Android,25-34
125211,2026-04-10,2026-04,partner_bank,Tier 2,Android,25-34
125212,2026-04-11,2026-04,paid_ads,Tier 1,Android,18-24
125213,2026-04-11,2026-04,referral,Tier 1,iOS,25-34
125214,2026-04-25,2026-04,organic,Tier 2,Android,18-24
125215,2026-04-07,2026-04,organic,Tier 2,Android,35-44
125216,2026-04-03,2026-04,organic,Tier 3,Android,25-34
125217,2026-04-04,2026-04,organic,Tier 1,Android,25-34
125218,2026-04-05,2026-04,referral,Tier 1,Android,18-24
125219,2026-04-02,2026-04,organic,Tier 1,iOS,18-24
125220,2026-04-02,2026-04,organic,Tier 3,Android,35-44
125221,2026-04-04,2026-04,referral,Tier 3,Android,35-44
125222,2026-04-19,2026-04,organic,Tier 3,iOS,35-44
125223,2026-04-06,2026-04,referral,Tier 3,iOS,18-24
125224,2026-04-19,2026-04,referral,Tier 1,Android,25-34
125225,2026-04-04,2026-04,referral,Tier 3,Android,35-44
125226,2026-04-22,2026-04,organic,Tier 3,Android,35-44
125227,2026-04-21,2026-04,referral,Tier 3,Android,25-34
