user_id,recency_days,frequency,monetary_inr,r_score,f_score,m_score,rfm_score,segment
126399,0,21,11002.07,4,3,3,10,Power Users
126400,54,2,380.47,1,1,1,3,Dormant / Churned
126401,68,1,242.3,1,1,1,3,Dormant / Churned
126402,7,14,6501.83,2,3,3,8,"At-Risk (was frequent, going quiet)"
126403,42,3,987.6800000000001,1,2,1,4,Dormant / Churned
126404,5,14,9667.189999999999,3,3,3,9,Power Users
126407,17,6,2683.41,2,2,2,6,Casual / New
126408,1,49,23779.920000000002,4,4,4,12,Power Users
126409,8,18,9943.9,2,3,3,8,"At-Risk (was frequent, going quiet)"
126410,2,5,2378.81,3,2,2,7,Regular Users
126412,1,14,8077.65,4,3,3,10,Power Users
126415,9,23,8866.75,2,3,3,8,"At-Risk (was frequent, going quiet)"
126420,0,61,33985.18,4,4,4,12,Power Users
126423,0,17,7877.88,4,3,3,10,Power Users
126424,3,20,10747.279999999999,3,3,3,9,Power Users
126428,69,1,83.13,1,1,1,3,Dormant / Churned
126430,62,1,260.77,1,1,1,3,Dormant / Churned
126433,0,25,12336.95,4,4,3,11,Power Users
126435,0,25,15857.46,4,4,4,12,Power Users
126443,1,74,40133.89,4,4,4,12,Power Users
126444,2,17,7565.77,3,3,3,9,Power Users
126445,46,4,2462.87,1,2,2,5,Dormant / Churned
126448,50,1,33.63,1,1,1,3,Dormant / Churned
126453,1,19,10780.27,4,3,3,10,Power Users
126456,6,22,15502.63,3,3,4,10,Power Users
126458,33,2,920.0899999999999,1,1,1,3,Dormant / Churned
126460,8,21,10482.55,2,3,3,8,"At-Risk (was frequent, going quiet)"
126461,0,65,37909.86,4,4,4,12,Power Users
126463,1,37,17967.51,4,4,4,12,Power Users
126464,57,1,259.14,1,1,1,3,Dormant / Churned
126468,77,1,1169.3,1,1,1,3,Dormant / Churned
126469,54,9,5011.18,1,3,3,7,"At-Risk (was frequent, going quiet)"
126470,0,25,16925.85,4,4,4,12,Power Users
126471,42,1,323.07,1,1,1,3,Dormant / Churned
126474,31,3,1369.84,1,2,2,5,Dormant / Churned
126475,32,2,163.41,1,1,1,3,Dormant / Churned
126478,1,23,13856.88,4,3,4,11,Power Users
126479,1,20,11766.769999999999,4,3,3,10,Power Users
126480,0,22,10924.85,4,3,3,10,Power Users
126483,18,8,1994.57,2,3,2,7,"At-Risk (was frequent, going quiet)"
126492,0,21,9005.02,4,3,3,10,Power Users
126495,2,5,1914.68,3,2,2,7,Regular Users
126496,1,21,8699.27,4,3,3,10,Power Users
126497,3,52,25354.42,3,4,4,11,Power Users
126500,3,7,3226.51,3,2,2,7,Regular Users
126502,49,2,765.72,1,1,1,3,Dormant / Churned
126503,0,41,23224.420000000002,4,4,4,12,Power Users
126504,0,21,9467.85,4,3,3,10,Power Users
126506,50,9,4784.26,1,3,3,7,"At-Risk (was frequent, going quiet)"
126507,20,40,18888.93,2,4,4,10,"At-Risk (was frequent, going quiet)"
126508,65,2,1140.77,1,1,1,3,Dormant / Churned
126511,0,45,21647.03,4,4,4,12,Power Users
126512,1,18,7700.75,4,3,3,10,Power Users
126513,22,3,941.52,2,2,1,5,Casual / New
126515,4,7,4143.24,3,2,2,7,Regular Users
126516,0,18,9851.550000000001,4,3,3,10,Power Users
126518,24,19,10890.1,2,3,3,8,"At-Risk (was frequent, going quiet)"
126520,9,7,5436.29,2,2,3,7,Casual / New
126521,48,1,633.97,1,1,1,3,Dormant / Churned
126522,3,20,20535.69,3,3,4,10,Power Users
126523,0,46,26303.37,4,4,4,12,Power Users
126525,9,6,5984.81,2,2,3,7,Casual / New
126526,57,1,1816.74,1,1,2,4,Dormant / Churned
126527,6,3,3240.9300000000003,3,2,2,7,Regular Users
126530,1,22,8358.02,4,3,3,10,Power Users
126531,9,17,6561.65,2,3,3,8,"At-Risk (was frequent, going quiet)"
126532,2,47,27638.31,3,4,4,11,Power Users
126536,7,14,5346.320000000001,2,3,3,8,"At-Risk (was frequent, going quiet)"
126539,0,47,20724.5,4,4,4,12,Power Users
126540,2,6,2492.24,3,2,2,7,Regular Users
126543,5,30,14974.91,3,4,4,11,Power Users
126544,0,24,13662.32,4,3,4,11,Power Users
126545,48,3,1911.92,1,2,2,5,Dormant / Churned
126546,42,1,304.1,1,1,1,3,Dormant / Churned
126547,71,1,255.8,1,1,1,3,Dormant / Churned
126548,68,1,362.08,1,1,1,3,Dormant / Churned
126550,45,1,370.17,1,1,1,3,Dormant / Churned
126554,9,29,14892.74,2,4,4,10,"At-Risk (was frequent, going quiet)"
126557,3,19,13564.28,3,3,4,10,Power Users
126559,0,22,12753.39,4,3,3,10,Power Users
126561,4,7,4990.76,3,2,3,8,Regular Users
126562,46,7,2769.5699999999997,1,2,2,5,Dormant / Churned
126563,45,1,1715.49,1,1,2,4,Dormant / Churned
126564,23,4,3247.85,2,2,2,6,Casual / New
126569,52,11,5473.389999999999,1,3,3,7,"At-Risk (was frequent, going quiet)"
126572,5,9,3353.35,3,3,2,8,Regular Users
126573,8,9,3233.46,2,3,2,7,"At-Risk (was frequent, going quiet)"
126574,47,3,1595.73,1,2,2,5,Dormant / Churned
126577,43,2,1051.8,1,1,1,3,Dormant / Churned
126583,3,20,17362.94,3,3,4,10,Power Users
126586,25,4,3579.1,2,2,2,6,Casual / New
126587,2,53,27089.85,3,4,4,11,Power Users
126589,73,1,357.67,1,1,1,3,Dormant / Churned
126591,23,5,4898.11,2,2,3,7,Casual / New
126600,0,26,10471.48,4,4,3,11,Power Users
126601,0,22,7168.26,4,3,3,10,Power Users
126602,39,1,730.14,1,1,1,3,Dormant / Churned
126605,54,2,229.45,1,1,1,3,Dormant / Churned
126606,35,2,1427.3200000000002,1,1,2,4,Dormant / Churned
126607,2,23,9703.21,3,3,3,9,Power Users
126608,15,13,8888.5,2,3,3,8,"At-Risk (was frequent, going quiet)"
126610,4,34,19850.88,3,4,4,11,Power Users
126613,21,6,4796.9,2,2,3,7,Casual / New
126614,5,15,7212.77,3,3,3,9,Power Users
126615,0,40,24674.45,4,4,4,12,Power Users
126620,44,1,2343.36,1,1,2,4,Dormant / Churned
126624,2,17,10318.83,3,3,3,9,Power Users
126625,2,24,10433.8,3,3,3,9,Power Users
126626,6,9,2212.92,3,3,2,8,Regular Users
126629,25,4,2771.1099999999997,2,2,2,6,Casual / New
126631,4,3,1811.09,3,2,2,7,Regular Users
126633,0,23,12633.8,4,3,3,10,Power Users
126637,18,5,2492.61,2,2,2,6,Casual / New
126640,5,6,5002.860000000001,3,2,3,8,Regular Users
126642,3,31,33132.86,3,4,4,11,Power Users
126643,0,18,11443.98,4,3,3,10,Power Users
126644,68,1,889.04,1,1,1,3,Dormant / Churned
126647,36,2,478.92,1,1,1,3,Dormant / Churned
126648,3,25,14231.75,3,4,4,11,Power Users
126649,61,1,687.82,1,1,1,3,Dormant / Churned
126651,1,10,5282.09,4,3,3,10,Power Users
126652,1,41,19736.81,4,4,4,12,Power Users
126653,0,45,27382.51,4,4,4,12,Power Users
126654,13,2,702.3699999999999,2,1,1,4,Casual / New
126656,0,4,1668.23,4,2,2,8,Regular Users
126663,1,7,4256.889999999999,4,2,2,8,Regular Users
126664,45,2,901.55,1,1,1,3,Dormant / Churned
126668,0,13,9116.949999999999,4,3,3,10,Power Users
126669,36,4,930.17,1,2,1,4,Dormant / Churned
126672,3,25,14908.08,3,4,4,11,Power Users
126673,69,1,49.54,1,1,1,3,Dormant / Churned
126676,14,12,4839.45,2,3,3,8,"At-Risk (was frequent, going quiet)"
126678,16,6,2666.11,2,2,2,6,Casual / New
126679,14,16,10556.269999999999,2,3,3,8,"At-Risk (was frequent, going quiet)"
126680,4,46,30483.27,3,4,4,11,Power Users
126681,67,2,1022.2,1,1,1,3,Dormant / Churned
126682,1,3,594.44,4,2,1,7,Regular Users
126683,0,46,22005.64,4,4,4,12,Power Users
126686,11,17,7222.64,2,3,3,8,"At-Risk (was frequent, going quiet)"
126688,16,7,3046.83,2,2,2,6,Casual / New
126689,1,21,14600.91,4,3,4,11,Power Users
126690,2,20,7834.42,3,3,3,9,Power Users
126691,82,1,406.77,1,1,1,3,Dormant / Churned
126693,49,1,660.15,1,1,1,3,Dormant / Churned
126696,8,3,561.27,2,2,1,5,Casual / New
126698,21,2,649.9100000000001,2,1,1,4,Casual / New
126699,1,51,31309.52,4,4,4,12,Power Users
126700,5,5,2034.1599999999999,3,2,2,7,Regular Users
126701,5,8,2287.7599999999998,3,3,2,8,Regular Users
126703,51,2,263.01,1,1,1,3,Dormant / Churned
126705,1,17,9458.34,4,3,3,10,Power Users
126708,11,3,912.68,2,2,1,5,Casual / New
126712,1,16,8710.39,4,3,3,10,Power Users
126713,0,23,12691.44,4,3,3,10,Power Users
126716,42,2,696.3199999999999,1,1,1,3,Dormant / Churned
126719,18,5,1947.71,2,2,2,6,Casual / New
126720,53,7,2834.09,1,2,2,5,Dormant / Churned
126722,50,3,1451.41,1,2,2,5,Dormant / Churned
126726,16,6,1819.31,2,2,2,6,Casual / New
126729,5,8,5518.43,3,3,3,9,Power Users
126730,7,4,1514.37,2,2,2,6,Casual / New
126731,17,8,1660.91,2,3,2,7,"At-Risk (was frequent, going quiet)"
126733,68,4,1713.35,1,2,2,5,Dormant / Churned
126735,40,2,142.07,1,1,1,3,Dormant / Churned
126736,1,23,18363.52,4,3,4,11,Power Users
126738,0,25,12150.16,4,4,3,11,Power Users
126739,2,3,1245.64,3,2,1,6,Regular Users
126741,53,22,13561.66,1,3,4,8,"At-Risk (was frequent, going quiet)"
126749,0,19,9330.710000000001,4,3,3,10,Power Users
126750,0,29,23915.77,4,4,4,12,Power Users
126751,0,61,29575.14,4,4,4,12,Power Users
126754,3,49,28935.24,3,4,4,11,Power Users
126755,2,6,3842.03,3,2,2,7,Regular Users
126757,15,2,355.87,2,1,1,4,Casual / New
126758,68,1,119.67,1,1,1,3,Dormant / Churned
126761,0,50,26680.24,4,4,4,12,Power Users
126766,13,4,1834.46,2,2,2,6,Casual / New
126767,41,5,2441.04,1,2,2,5,Dormant / Churned
126768,0,20,12912.66,4,3,3,10,Power Users
126769,73,2,1365.55,1,1,2,4,Dormant / Churned
126770,0,8,3750.34,4,3,2,9,Regular Users
126772,0,51,24992.93,4,4,4,12,Power Users
126773,2,26,13341.9,3,4,4,11,Power Users
126775,0,49,29364.32,4,4,4,12,Power Users
126778,17,6,2622.74,2,2,2,6,Casual / New
126779,1,70,40561.06,4,4,4,12,Power Users
126781,11,5,1278.7599999999998,2,2,2,6,Casual / New
126784,1,63,33767.82,4,4,4,12,Power Users
126785,57,2,650.17,1,1,1,3,Dormant / Churned
126786,27,3,1977.1100000000001,2,2,2,6,Casual / New
126793,1,15,8181.86,4,3,3,10,Power Users
126794,8,5,2434.16,2,2,2,6,Casual / New
126795,6,15,10179.97,3,3,3,9,Power Users
126797,14,6,2119.2599999999998,2,2,2,6,Casual / New
126799,7,58,36067.71,2,4,4,10,"At-Risk (was frequent, going quiet)"
126800,60,6,1885.5900000000001,1,2,2,5,Dormant / Churned
126801,1,21,25863.17,4,3,4,11,Power Users
126803,9,51,27602.58,2,4,4,10,"At-Risk (was frequent, going quiet)"
126804,20,3,793.21,2,2,1,5,Casual / New
126805,19,4,1362.8,2,2,2,6,Casual / New
126806,0,28,12203.26,4,4,3,11,Power Users
126807,2,47,19419.98,3,4,4,11,Power Users
126811,53,1,220.62,1,1,1,3,Dormant / Churned
126812,0,42,28104.08,4,4,4,12,Power Users
126814,5,9,3925.66,3,3,2,8,Regular Users
126815,3,5,5939.43,3,2,3,8,Regular Users
126816,24,2,230.29,2,1,1,4,Casual / New
126821,5,40,17909.59,3,4,4,11,Power Users
126822,3,6,2936.45,3,2,2,7,Regular Users
126823,2,22,11189.460000000001,3,3,3,9,Power Users
126824,12,2,406.28999999999996,2,1,1,4,Casual / New
126826,1,63,33781.45,4,4,4,12,Power Users
126827,9,7,1761.45,2,2,2,6,Casual / New
126828,12,4,1656.9099999999999,2,2,2,6,Casual / New
126829,2,20,15643.24,3,3,4,10,Power Users
126830,0,56,25659.31,4,4,4,12,Power Users
126831,10,3,943.59,2,2,1,5,Casual / New
126832,5,18,9013.45,3,3,3,9,Power Users
126834,1,21,10273.41,4,3,3,10,Power Users
126838,11,3,525.8,2,2,1,5,Casual / New
126841,48,6,2359.31,1,2,2,5,Dormant / Churned
126842,2,43,24086.97,3,4,4,11,Power Users
126845,12,4,1272.91,2,2,1,5,Casual / New
126846,40,2,289.01,1,1,1,3,Dormant / Churned
126848,20,8,2192.09,2,3,2,7,"At-Risk (was frequent, going quiet)"
126851,3,4,1699.31,3,2,2,7,Regular Users
126853,2,16,13886.710000000001,3,3,4,10,Power Users
126854,2,21,11794.460000000001,3,3,3,9,Power Users
126856,37,5,2768.29,1,2,2,5,Dormant / Churned
126858,1,24,11804.04,4,3,3,10,Power Users
126860,1,18,6829.5199999999995,4,3,3,10,Power Users
126861,49,1,556.36,1,1,1,3,Dormant / Churned
126862,44,2,1396.19,1,1,2,4,Dormant / Churned
126863,5,16,5846.0,3,3,3,9,Power Users
126864,1,56,24545.9,4,4,4,12,Power Users
126865,2,23,12334.619999999999,3,3,3,9,Power Users
126867,23,4,1880.01,2,2,2,6,Casual / New
126868,3,70,36224.57,3,4,4,11,Power Users
126872,0,49,23861.88,4,4,4,12,Power Users
126875,1,29,19588.75,4,4,4,12,Power Users
126881,0,38,32317.98,4,4,4,12,Power Users
126882,7,18,8858.23,2,3,3,8,"At-Risk (was frequent, going quiet)"
126885,3,8,3693.73,3,3,2,8,Regular Users
126889,68,3,1210.58,1,2,1,4,Dormant / Churned
126890,11,8,3333.54,2,3,2,7,"At-Risk (was frequent, going quiet)"
126893,73,1,188.23,1,1,1,3,Dormant / Churned
126895,2,15,8208.25,3,3,3,9,Power Users
126896,1,23,10566.48,4,3,3,10,Power Users
126897,47,1,131.82,1,1,1,3,Dormant / Churned
126898,36,1,1003.98,1,1,1,3,Dormant / Churned
126900,19,7,5445.2,2,2,3,7,Casual / New
126901,0,27,9501.1,4,4,3,11,Power Users
126905,39,3,3874.26,1,2,2,5,Dormant / Churned
126907,1,26,17909.64,4,4,4,12,Power Users
126908,14,7,1455.53,2,2,2,6,Casual / New
126909,60,3,687.19,1,2,1,4,Dormant / Churned
126912,1,7,1863.76,4,2,2,8,Regular Users
126914,9,4,1632.81,2,2,2,6,Casual / New
126915,15,6,7282.47,2,2,3,7,Casual / New
126916,0,13,11926.19,4,3,3,10,Power Users
126917,0,45,23555.55,4,4,4,12,Power Users
126919,6,33,19969.76,3,4,4,11,Power Users
126920,3,5,3237.5099999999998,3,2,2,7,Regular Users
126922,12,6,1754.97,2,2,2,6,Casual / New
126924,27,4,1386.41,2,2,2,6,Casual / New
126928,57,1,436.22,1,1,1,3,Dormant / Churned
126933,3,3,1182.42,3,2,1,6,Regular Users
126934,1,28,14759.380000000001,4,4,4,12,Power Users
126935,2,66,36871.14,3,4,4,11,Power Users
126938,58,1,315.86,1,1,1,3,Dormant / Churned
126940,1,16,10290.67,4,3,3,10,Power Users
126942,57,1,45.15,1,1,1,3,Dormant / Churned
126944,2,58,30427.19,3,4,4,11,Power Users
126946,79,1,562.12,1,1,1,3,Dormant / Churned
126947,21,16,11028.08,2,3,3,8,"At-Risk (was frequent, going quiet)"
126950,0,30,17073.37,4,4,4,12,Power Users
126954,33,2,513.84,1,1,1,3,Dormant / Churned
126955,44,6,3741.8,1,2,2,5,Dormant / Churned
126956,1,52,33175.12,4,4,4,12,Power Users
126957,39,10,4353.7699999999995,1,3,3,7,"At-Risk (was frequent, going quiet)"
126960,1,3,785.27,4,2,1,7,Regular Users
126961,1,47,28740.16,4,4,4,12,Power Users
126962,0,25,13840.53,4,4,4,12,Power Users
126963,1,12,5584.47,4,3,3,10,Power Users
126966,3,54,25947.77,3,4,4,11,Power Users
126969,68,2,908.23,1,1,1,3,Dormant / Churned
126972,4,29,13686.27,3,4,4,11,Power Users
126975,66,1,1588.18,1,1,2,4,Dormant / Churned
126978,16,5,3082.21,2,2,2,6,Casual / New
126980,28,5,2986.15,2,2,2,6,Casual / New
126981,43,6,2789.89,1,2,2,5,Dormant / Churned
126983,1,20,12218.880000000001,4,3,3,10,Power Users
126984,4,27,13436.49,3,4,4,11,Power Users
126985,0,50,22485.84,4,4,4,12,Power Users
126986,40,1,713.03,1,1,1,3,Dormant / Churned
126988,2,5,1281.87,3,2,2,7,Regular Users
126989,0,19,7673.64,4,3,3,10,Power Users
126991,56,4,1676.6799999999998,1,2,2,5,Dormant / Churned
126993,35,5,2612.94,1,2,2,5,Dormant / Churned
126994,53,2,504.34000000000003,1,1,1,3,Dormant / Churned
126995,39,9,4573.53,1,3,3,7,"At-Risk (was frequent, going quiet)"
126996,0,52,31934.52,4,4,4,12,Power Users
126997,10,9,4886.68,2,3,3,8,"At-Risk (was frequent, going quiet)"
126999,0,51,29297.61,4,4,4,12,Power Users
127000,26,6,3114.09,2,2,2,6,Casual / New
127001,56,3,5628.27,1,2,3,6,Dormant / Churned
127006,11,21,11626.85,2,3,3,8,"At-Risk (was frequent, going quiet)"
127008,1,7,3996.0299999999997,4,2,2,8,Regular Users
127011,7,6,5599.72,2,2,3,7,Casual / New
127012,49,1,633.4,1,1,1,3,Dormant / Churned
127013,50,15,7036.639999999999,1,3,3,7,"At-Risk (was frequent, going quiet)"
127014,14,3,1691.06,2,2,2,6,Casual / New
127015,8,18,11649.53,2,3,3,8,"At-Risk (was frequent, going quiet)"
127016,33,3,494.88,1,2,1,4,Dormant / Churned
127020,0,51,28842.829999999998,4,4,4,12,Power Users
127021,7,15,5016.62,2,3,3,8,"At-Risk (was frequent, going quiet)"
127022,2,58,30832.79,3,4,4,11,Power Users
127027,13,4,1586.21,2,2,2,6,Casual / New
127029,0,23,13531.28,4,3,4,11,Power Users
127030,29,4,1456.66,2,2,2,6,Casual / New
127032,7,19,19959.84,2,3,4,9,"At-Risk (was frequent, going quiet)"
127034,53,1,3407.39,1,1,2,4,Dormant / Churned
127035,58,1,1290.22,1,1,2,4,Dormant / Churned
127038,10,5,3647.38,2,2,2,6,Casual / New
127044,0,38,22631.11,4,4,4,12,Power Users
127045,8,14,6112.89,2,3,3,8,"At-Risk (was frequent, going quiet)"
127049,4,21,10805.869999999999,3,3,3,9,Power Users
127052,79,1,826.02,1,1,1,3,Dormant / Churned
127054,15,12,6939.46,2,3,3,8,"At-Risk (was frequent, going quiet)"
127058,5,20,8021.4,3,3,3,9,Power Users
127059,7,22,12301.74,2,3,3,8,"At-Risk (was frequent, going quiet)"
127060,63,1,855.37,1,1,1,3,Dormant / Churned
127061,19,4,1286.71,2,2,2,6,Casual / New
127068,1,25,9974.460000000001,4,4,3,11,Power Users
127070,10,16,7934.82,2,3,3,8,"At-Risk (was frequent, going quiet)"
127073,2,19,8617.46,3,3,3,9,Power Users
127075,5,8,4618.08,3,3,3,9,Power Users
127077,33,4,1094.68,1,2,1,4,Dormant / Churned
127078,5,51,28762.72,3,4,4,11,Power Users
127079,3,8,2637.76,3,3,2,8,Regular Users
127081,50,3,850.4200000000001,1,2,1,4,Dormant / Churned
127083,48,5,1542.37,1,2,2,5,Dormant / Churned
127084,1,26,13498.52,4,4,4,12,Power Users
127091,34,4,1561.87,1,2,2,5,Dormant / Churned
127092,18,4,2214.63,2,2,2,6,Casual / New
127093,70,1,114.18,1,1,1,3,Dormant / Churned
127095,2,55,35824.73,3,4,4,11,Power Users
127099,0,27,11295.94,4,4,3,11,Power Users
127100,62,1,223.56,1,1,1,3,Dormant / Churned
127102,51,3,1402.33,1,2,2,5,Dormant / Churned
127103,18,3,3004.66,2,2,2,6,Casual / New
127110,1,13,10286.539999999999,4,3,3,10,Power Users
127113,3,18,9708.95,3,3,3,9,Power Users
127114,3,46,28907.37,3,4,4,11,Power Users
127115,18,4,1535.74,2,2,2,6,Casual / New
127116,4,6,6613.710000000001,3,2,3,8,Regular Users
127118,67,1,437.41,1,1,1,3,Dormant / Churned
127120,1,5,2147.03,4,2,2,8,Regular Users
127121,0,64,31922.36,4,4,4,12,Power Users
127122,21,3,1267.29,2,2,1,5,Casual / New
127123,40,3,3386.5699999999997,1,2,2,5,Dormant / Churned
127124,3,8,5751.27,3,3,3,9,Power Users
127126,4,19,7647.99,3,3,3,9,Power Users
127127,22,20,9670.9,2,3,3,8,"At-Risk (was frequent, going quiet)"
127128,1,10,4962.6,4,3,3,10,Power Users
127130,34,1,572.28,1,1,1,3,Dormant / Churned
127133,75,1,239.58,1,1,1,3,Dormant / Churned
127134,42,1,542.74,1,1,1,3,Dormant / Churned
127135,4,22,10722.37,3,3,3,9,Power Users
127136,10,8,4630.15,2,3,3,8,"At-Risk (was frequent, going quiet)"
127137,1,66,31124.07,4,4,4,12,Power Users
127139,4,24,15165.849999999999,3,3,4,10,Power Users
127142,53,4,2730.83,1,2,2,5,Dormant / Churned
127143,33,2,647.74,1,1,1,3,Dormant / Churned
127144,4,8,3290.23,3,3,2,8,Regular Users
127148,1,26,11849.05,4,4,3,11,Power Users
127152,15,17,8275.27,2,3,3,8,"At-Risk (was frequent, going quiet)"
127153,41,1,1093.88,1,1,1,3,Dormant / Churned
127157,0,19,11962.43,4,3,3,10,Power Users
127158,27,5,3691.65,2,2,2,6,Casual / New
127161,2,20,14474.46,3,3,4,10,Power Users
127164,0,60,30342.82,4,4,4,12,Power Users
127165,62,2,740.52,1,1,1,3,Dormant / Churned
127167,4,20,11551.710000000001,3,3,3,9,Power Users
127168,24,3,2349.2200000000003,2,2,2,6,Casual / New
127171,76,1,168.03,1,1,1,3,Dormant / Churned
127174,60,1,431.97,1,1,1,3,Dormant / Churned
127175,3,3,1166.32,3,2,1,6,Regular Users
127177,40,4,1656.85,1,2,2,5,Dormant / Churned
127178,2,16,6689.91,3,3,3,9,Power Users
127179,0,52,24883.46,4,4,4,12,Power Users
127180,0,61,25695.25,4,4,4,12,Power Users
127181,4,72,40790.7,3,4,4,11,Power Users
127183,13,6,2104.35,2,2,2,6,Casual / New
127184,0,29,12776.14,4,4,3,11,Power Users
127186,71,2,352.52000000000004,1,1,1,3,Dormant / Churned
127187,1,18,10492.76,4,3,3,10,Power Users
127188,62,5,1644.3899999999999,1,2,2,5,Dormant / Churned
127189,20,8,4333.96,2,3,3,8,"At-Risk (was frequent, going quiet)"
127190,79,1,362.95,1,1,1,3,Dormant / Churned
127191,6,17,17200.61,3,3,4,10,Power Users
127193,0,55,32604.64,4,4,4,12,Power Users
127195,0,42,23344.28,4,4,4,12,Power Users
127196,43,3,1782.58,1,2,2,5,Dormant / Churned
127197,61,1,253.22,1,1,1,3,Dormant / Churned
127198,0,7,2943.56,4,2,2,8,Regular Users
127201,23,5,3519.75,2,2,2,6,Casual / New
127203,9,6,2560.5,2,2,2,6,Casual / New
127204,19,2,930.45,2,1,1,4,Casual / New
127207,3,7,5606.35,3,2,3,8,Regular Users
127208,33,12,7493.45,1,3,3,7,"At-Risk (was frequent, going quiet)"
127209,40,2,574.77,1,1,1,3,Dormant / Churned
127210,4,18,8468.26,3,3,3,9,Power Users
127212,10,3,2467.25,2,2,2,6,Casual / New
127213,4,16,6496.45,3,3,3,9,Power Users
127214,2,19,13839.07,3,3,4,10,Power Users
127218,1,20,14763.63,4,3,4,11,Power Users
127221,43,3,1059.87,1,2,1,4,Dormant / Churned
127223,1,13,5258.7,4,3,3,10,Power Users
127225,1,57,36232.95,4,4,4,12,Power Users
127229,46,4,1588.28,1,2,2,5,Dormant / Churned
127232,2,22,12434.99,3,3,3,9,Power Users
127233,29,5,1321.47,2,2,2,6,Casual / New
127234,54,2,744.13,1,1,1,3,Dormant / Churned
127236,2,24,13971.42,3,3,4,10,Power Users
127238,18,2,790.54,2,1,1,4,Casual / New
127240,7,9,7885.589999999999,2,3,3,8,"At-Risk (was frequent, going quiet)"
127242,1,47,22330.36,4,4,4,12,Power Users
127243,8,6,2473.65,2,2,2,6,Casual / New
127245,1,27,12161.68,4,4,3,11,Power Users
127247,2,4,1134.74,3,2,1,6,Regular Users
127249,18,4,3086.4399999999996,2,2,2,6,Casual / New
127251,12,4,9340.390000000001,2,2,3,7,Casual / New
127258,4,23,14682.73,3,3,4,10,Power Users
127259,18,2,339.33000000000004,2,1,1,4,Casual / New
127260,12,5,1692.46,2,2,2,6,Casual / New
127262,4,30,11410.53,3,4,3,10,Power Users
127263,46,1,434.93,1,1,1,3,Dormant / Churned
127265,0,5,2953.75,4,2,2,8,Regular Users
127268,2,52,27564.55,3,4,4,11,Power Users
127269,1,28,12285.03,4,4,3,11,Power Users
127271,6,54,49335.06,3,4,4,11,Power Users
127277,2,57,30740.95,3,4,4,11,Power Users
127278,2,4,1407.9099999999999,3,2,2,7,Regular Users
127280,24,3,1214.23,2,2,1,5,Casual / New
127282,3,46,27618.29,3,4,4,11,Power Users
127284,2,24,11715.65,3,3,3,9,Power Users
127286,0,45,24613.53,4,4,4,12,Power Users
127287,11,6,2087.92,2,2,2,6,Casual / New
127288,8,20,11174.61,2,3,3,8,"At-Risk (was frequent, going quiet)"
127290,75,1,467.35,1,1,1,3,Dormant / Churned
127292,1,46,22008.02,4,4,4,12,Power Users
127294,36,1,218.6,1,1,1,3,Dormant / Churned
127295,64,1,432.31,1,1,1,3,Dormant / Churned
127298,1,15,17886.96,4,3,4,11,Power Users
127299,1,25,13397.27,4,4,4,12,Power Users
127300,8,6,5156.46,2,2,3,7,Casual / New
127302,11,3,479.59000000000003,2,2,1,5,Casual / New
127303,0,4,1860.8000000000002,4,2,2,8,Regular Users
127304,57,1,29.02,1,1,1,3,Dormant / Churned
127308,21,7,5306.95,2,2,3,7,Casual / New
127310,2,10,6154.84,3,3,3,9,Power Users
127312,2,20,10011.27,3,3,3,9,Power Users
127313,27,18,9682.06,2,3,3,8,"At-Risk (was frequent, going quiet)"
127314,16,2,1095.3899999999999,2,1,1,4,Casual / New
127315,22,2,886.4,2,1,1,4,Casual / New
127316,59,1,863.71,1,1,1,3,Dormant / Churned
127317,2,27,10289.130000000001,3,4,3,10,Power Users
127318,13,21,11086.36,2,3,3,8,"At-Risk (was frequent, going quiet)"
127319,1,18,7117.62,4,3,3,10,Power Users
127321,27,2,569.5799999999999,2,1,1,4,Casual / New
127322,62,7,2424.55,1,2,2,5,Dormant / Churned
127326,9,8,4541.52,2,3,3,8,"At-Risk (was frequent, going quiet)"
127327,1,22,9828.12,4,3,3,10,Power Users
127329,25,16,10143.52,2,3,3,8,"At-Risk (was frequent, going quiet)"
127338,2,19,9179.57,3,3,3,9,Power Users
127339,71,1,160.57,1,1,1,3,Dormant / Churned
127340,72,1,678.13,1,1,1,3,Dormant / Churned
127342,2,25,7108.84,3,4,3,10,Power Users
127343,11,6,1609.34,2,2,2,6,Casual / New
127346,23,5,1352.4,2,2,2,6,Casual / New
127348,5,5,4692.44,3,2,3,8,Regular Users
127349,0,7,4130.62,4,2,2,8,Regular Users
127350,8,14,8895.16,2,3,3,8,"At-Risk (was frequent, going quiet)"
127351,36,6,8026.85,1,2,3,6,Dormant / Churned
127359,27,5,1019.95,2,2,1,5,Casual / New
127360,2,3,1649.2,3,2,2,7,Regular Users
127362,12,6,4285.64,2,2,3,7,Casual / New
127363,0,15,9661.89,4,3,3,10,Power Users
127364,13,6,2865.9700000000003,2,2,2,6,Casual / New
127368,47,27,19544.55,1,4,4,9,"At-Risk (was frequent, going quiet)"
127371,50,5,1203.66,1,2,1,4,Dormant / Churned
127372,0,61,26169.66,4,4,4,12,Power Users
127373,0,28,12565.72,4,4,3,11,Power Users
127374,4,6,2709.59,3,2,2,7,Regular Users
127375,8,2,392.59,2,1,1,4,Casual / New
127376,2,15,7699.42,3,3,3,9,Power Users
127377,0,43,20817.76,4,4,4,12,Power Users
127378,25,2,559.26,2,1,1,4,Casual / New
